SITC1,SITC2,Region Group,Region,Flow Type,Year,Quarter,Value (£ 000's)
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,London,Exports (000's),2015,Q3,152807
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,London,Exports (000's),2015,Q4,166852
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South East,Exports (000's),2015,Q1,765277
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South East,Exports (000's),2015,Q2,797783
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South East,Exports (000's),2015,Q3,631204
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South East,Exports (000's),2015,Q4,667144
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South West,Exports (000's),2015,Q1,199923
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South West,Exports (000's),2015,Q2,199490
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South West,Exports (000's),2015,Q3,206440
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",England,South West,Exports (000's),2015,Q4,199245
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Wales,Wales,Exports (000's),2015,Q1,167919
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Wales,Wales,Exports (000's),2015,Q2,167491
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Wales,Wales,Exports (000's),2015,Q3,163553
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Wales,Wales,Exports (000's),2015,Q4,167292
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Scotland,Scotland,Exports (000's),2015,Q1,200387
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Scotland,Scotland,Exports (000's),2015,Q2,198168
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Scotland,Scotland,Exports (000's),2015,Q3,189607
7 - Machinery & transport equipment,"77 - Ele machinery, app & appliances & ele pt thereof n.e.s.",Scotland,Scotland,Exports (000's),2015,Q4,184275
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North East,Exports (000's),2015,Q1,1038903
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North East,Exports (000's),2015,Q2,946208
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North East,Exports (000's),2015,Q3,907211
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North East,Exports (000's),2015,Q4,981917
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North West,Exports (000's),2015,Q1,1163095
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North West,Exports (000's),2015,Q2,1161918
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North West,Exports (000's),2015,Q3,983024
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,North West,Exports (000's),2015,Q4,1172370
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,Yorkshire and The Humber,Exports (000's),2015,Q1,114597
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,Yorkshire and The Humber,Exports (000's),2015,Q2,121231
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,Yorkshire and The Humber,Exports (000's),2015,Q3,103558
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,Yorkshire and The Humber,Exports (000's),2015,Q4,107421
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East Midlands,Exports (000's),2015,Q1,592938
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East Midlands,Exports (000's),2015,Q2,624358
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East Midlands,Exports (000's),2015,Q3,679160
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East Midlands,Exports (000's),2015,Q4,782221
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,West Midlands,Exports (000's),2015,Q1,3126060
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,West Midlands,Exports (000's),2015,Q2,3171243
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,West Midlands,Exports (000's),2015,Q3,2586653
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,West Midlands,Exports (000's),2015,Q4,3381061
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East,Exports (000's),2015,Q1,320517
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East,Exports (000's),2015,Q2,347329
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East,Exports (000's),2015,Q3,306802
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,East,Exports (000's),2015,Q4,294422
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,London,Exports (000's),2015,Q1,97499
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,London,Exports (000's),2015,Q2,97464
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,London,Exports (000's),2015,Q3,82551
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,London,Exports (000's),2015,Q4,86178
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South East,Exports (000's),2015,Q1,1075680
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South East,Exports (000's),2015,Q2,1183297
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South East,Exports (000's),2015,Q3,1097707
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South East,Exports (000's),2015,Q4,1378774
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South West,Exports (000's),2015,Q1,86127
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South West,Exports (000's),2015,Q2,91370
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South West,Exports (000's),2015,Q3,94254
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),England,South West,Exports (000's),2015,Q4,86645
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Wales,Wales,Exports (000's),2015,Q1,85183
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Wales,Wales,Exports (000's),2015,Q2,88782
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Wales,Wales,Exports (000's),2015,Q3,83397
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Wales,Wales,Exports (000's),2015,Q4,93409
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Scotland,Scotland,Exports (000's),2015,Q1,50522
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Scotland,Scotland,Exports (000's),2015,Q2,55428
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Scotland,Scotland,Exports (000's),2015,Q3,53357
7 - Machinery & transport equipment,78 - Road vehicles (including air cushion vehicles),Scotland,Scotland,Exports (000's),2015,Q4,38334
7 - Machinery & transport equipment,79 - Other transport equipment,England,North East,Exports (000's),2015,Q1,14022
7 - Machinery & transport equipment,79 - Other transport equipment,England,North East,Exports (000's),2015,Q2,19917
7 - Machinery & transport equipment,79 - Other transport equipment,England,North East,Exports (000's),2015,Q3,18909
7 - Machinery & transport equipment,79 - Other transport equipment,England,North East,Exports (000's),2015,Q4,24294
7 - Machinery & transport equipment,79 - Other transport equipment,England,North West,Exports (000's),2015,Q1,161916
7 - Machinery & transport equipment,79 - Other transport equipment,England,North West,Exports (000's),2015,Q2,329331
7 - Machinery & transport equipment,79 - Other transport equipment,England,North West,Exports (000's),2015,Q3,229801
7 - Machinery & transport equipment,79 - Other transport equipment,England,North West,Exports (000's),2015,Q4,398174
7 - Machinery & transport equipment,79 - Other transport equipment,England,Yorkshire and The Humber,Exports (000's),2015,Q1,19579
7 - Machinery & transport equipment,79 - Other transport equipment,England,Yorkshire and The Humber,Exports (000's),2015,Q2,24416
7 - Machinery & transport equipment,79 - Other transport equipment,England,Yorkshire and The Humber,Exports (000's),2015,Q3,19519
7 - Machinery & transport equipment,79 - Other transport equipment,England,Yorkshire and The Humber,Exports (000's),2015,Q4,30665
7 - Machinery & transport equipment,79 - Other transport equipment,England,East Midlands,Exports (000's),2015,Q1,58660
7 - Machinery & transport equipment,79 - Other transport equipment,England,East Midlands,Exports (000's),2015,Q2,65314
7 - Machinery & transport equipment,79 - Other transport equipment,England,East Midlands,Exports (000's),2015,Q3,58626
7 - Machinery & transport equipment,79 - Other transport equipment,England,East Midlands,Exports (000's),2015,Q4,58002
7 - Machinery & transport equipment,79 - Other transport equipment,England,West Midlands,Exports (000's),2015,Q1,99482
7 - Machinery & transport equipment,79 - Other transport equipment,England,West Midlands,Exports (000's),2015,Q2,102529
7 - Machinery & transport equipment,79 - Other transport equipment,England,West Midlands,Exports (000's),2015,Q3,93502
7 - Machinery & transport equipment,79 - Other transport equipment,England,West Midlands,Exports (000's),2015,Q4,107311
7 - Machinery & transport equipment,79 - Other transport equipment,England,East,Exports (000's),2015,Q1,382716
7 - Machinery & transport equipment,79 - Other transport equipment,England,East,Exports (000's),2015,Q2,238910
7 - Machinery & transport equipment,79 - Other transport equipment,England,East,Exports (000's),2015,Q3,196893
7 - Machinery & transport equipment,79 - Other transport equipment,England,East,Exports (000's),2015,Q4,349407
7 - Machinery & transport equipment,79 - Other transport equipment,England,London,Exports (000's),2015,Q1,135559
7 - Machinery & transport equipment,79 - Other transport equipment,England,London,Exports (000's),2015,Q2,194552
7 - Machinery & transport equipment,79 - Other transport equipment,England,London,Exports (000's),2015,Q3,131655
7 - Machinery & transport equipment,79 - Other transport equipment,England,London,Exports (000's),2015,Q4,131220
7 - Machinery & transport equipment,79 - Other transport equipment,England,South East,Exports (000's),2015,Q1,257940
7 - Machinery & transport equipment,79 - Other transport equipment,England,South East,Exports (000's),2015,Q2,423538
7 - Machinery & transport equipment,79 - Other transport equipment,England,South East,Exports (000's),2015,Q3,362227
7 - Machinery & transport equipment,79 - Other transport equipment,England,South East,Exports (000's),2015,Q4,431038
7 - Machinery & transport equipment,79 - Other transport equipment,England,South West,Exports (000's),2015,Q1,678840
7 - Machinery & transport equipment,79 - Other transport equipment,England,South West,Exports (000's),2015,Q2,944558
7 - Machinery & transport equipment,79 - Other transport equipment,England,South West,Exports (000's),2015,Q3,790165
