TERRITORY_ID,LEVEL_ID,NAME_HTML,UNIT,VERSIONS,SECTOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
FI2,1,Åland,Million EUR,2021,Total,1188,1209.23,1232.69,1259.63,1284.13,1309.24,1332.47,1359.08,1395.34,1442.46,1481.33,1486.37,1466.83,1427.92,1392.15,1372.03,1361.98,1365.61,1384.31,1408.76,1437.71,1446.52,1453.91,1393.5,1587.04,1812.41,1767.68,1825.15,2113.44,2155.61,2173.49,2562.49,2826.74,2844.7,2825.76,2886.12,2896.87,2890.16,2960.6,3030.33,3084.89,3227.5,3368.79,3490.69,3612.89,3739.2
FI20,2,Åland,Million EUR,2021,Total,1188,1209.23,1232.69,1259.63,1284.13,1309.24,1332.47,1359.08,1395.34,1442.46,1481.33,1486.37,1466.83,1427.92,1392.15,1372.03,1361.98,1365.61,1384.31,1408.76,1437.71,1446.52,1453.91,1393.5,1587.04,1812.41,1767.68,1825.15,2113.44,2155.61,2173.49,2562.49,2826.74,2844.7,2825.76,2886.12,2896.87,2890.16,2960.6,3030.33,3084.89,3227.5,3368.79,3490.69,3612.89,3739.2
FIZ,1,Extra-Regio,Million EUR,2021,Total,706,762.08,821.59,883.54,945.11,1009.75,1075.63,1145.25,1222.4,1308.61,1391.72,1460.78,1520.34,1572.45,1625,1684.13,1749.18,1821.31,1901.14,1984.59,2073.22,2111.41,2174.83,2170.83,2178.42,2183.48,2186.48,2189.48,2192.97,2198.04,2201.93,2207.64,2220.64,2221.95,2228.81,2229,2228.08,2231.04,2243.16,2239.75,2239.16,2239.42,2239.68,2239.94,2240.2,2225.48
FIZZ,2,Extra-Regio,Million EUR,2021,Total,706,762.08,821.59,883.54,945.11,1009.75,1075.63,1145.25,1222.4,1308.61,1391.72,1460.78,1520.34,1572.45,1625,1684.13,1749.18,1821.31,1901.14,1984.59,2073.22,2111.41,2174.83,2170.83,2178.42,2183.48,2186.48,2189.48,2192.97,2198.04,2201.93,2207.64,2220.64,2221.95,2228.81,2229,2228.08,2231.04,2243.16,2239.75,2239.16,2239.42,2239.68,2239.94,2240.2,2225.48
FR,0,France,Million EUR,2021,Total,3396800,3493332.83,3582335.96,3659070.39,3730291.1,3803351.54,3882213.84,3969308.16,4073349.75,4190400.61,4312185.19,4422557.79,4520214.57,4594820.31,4670066.7,4745761.11,4819775.36,4891738.86,4977916.95,5082292,5200654.34,5317568.83,5421671.31,5525729.61,5637054.18,5752929.01,5877210,6017441.17,6152775.25,6238831.76,6329713.52,6425948.15,6519004.72,6604330.25,6685631.84,6766353,6852987.57,6953902.83,7061104.24,7177676.1,7247711.56,7360051.89,7473762.26,7592969.26,7715273.81,7839247.09
FR1,1,Île de France,Million EUR,2021,Total,905059,928784.28,950408.31,968970.17,986284.85,1004309.75,1024115.52,1046361.96,1073548.45,1104628.69,1137844.48,1167930.41,1194249.18,1214229.42,1234398.54,1254681.42,1274070.53,1292525.03,1314769.05,1342201.98,1375085.43,1408852.03,1439159.84,1469025.84,1500111.15,1532634.42,1567262.44,1606130.36,1643815.34,1665943.2,1691251.47,1719619.84,1748806.87,1774798.91,1800039.57,1826587.85,1855769.47,1890532.02,1926714.1,1969324.73,1995197.68,2034150.38,2076428.39,2120523.93,2165695.24,2211500.34
FR10,2,Île de France,Million EUR,2021,Total,905059,928784.28,950408.31,968970.17,986284.85,1004309.75,1024115.52,1046361.96,1073548.45,1104628.69,1137844.48,1167930.41,1194249.18,1214229.42,1234398.54,1254681.42,1274070.53,1292525.03,1314769.05,1342201.98,1375085.43,1408852.03,1439159.84,1469025.84,1500111.15,1532634.42,1567262.44,1606130.36,1643815.34,1665943.2,1691251.47,1719619.84,1748806.87,1774798.91,1800039.57,1826587.85,1855769.47,1890532.02,1926714.1,1969324.73,1995197.68,2034150.38,2076428.39,2120523.93,2165695.24,2211500.34
FRB,1,Centre - Val de Loire,Million EUR,2021,Total,125418,128904.09,132149.55,134947.54,137549.78,140240.34,143156.57,146393.65,150277.9,154672.98,159154.02,163206.58,166807.83,169557.79,172341.09,175158.83,178026.63,180870.02,184421.71,188643.44,192852.8,196962.38,200568.51,204130.4,207982.26,211950.69,216184.2,221062.56,225885.34,229072.36,232442.98,235826.7,239108.01,242089.39,244870.52,247561.79,250339.99,253601.88,257055.28,260689.87,262960.7,266595.43,270623.88,274831.67,279144.03,283516.43
FRB0,2,Centre - Val de Loire,Million EUR,2021,Total,125418,128904.09,132149.55,134947.54,137549.78,140240.34,143156.57,146393.65,150277.9,154672.98,159154.02,163206.58,166807.83,169557.79,172341.09,175158.83,178026.63,180870.02,184421.71,188643.44,192852.8,196962.38,200568.51,204130.4,207982.26,211950.69,216184.2,221062.56,225885.34,229072.36,232442.98,235826.7,239108.01,242089.39,244870.52,247561.79,250339.99,253601.88,257055.28,260689.87,262960.7,266595.43,270623.88,274831.67,279144.03,283516.43
FRC,1,Bourgogne - Franche-Comté,Million EUR,2021,Total,166016,171514.5,176511.71,180809.03,184739.44,188636.08,192695.22,197019.74,201981.84,207436.32,212922.72,217883.89,222290.15,225715.89,229139.12,232578.66,236021.79,239377.18,243388.48,248041.87,252964.92,257697.97,261894.46,266016.93,270514.63,275081.29,279994.95,285588.98,291220.85,295041.64,298770.4,302584.12,306094.94,309420.03,312530.02,315443.9,318446.56,321930,325637.39,329467.01,331863.01,335666.91,339220.87,342952.3,346782.44,350664.39
FRC1,2,Bourgogne,Million EUR,2021,Total,99304,102661.68,105720.57,108364.87,110786.23,113185.21,115686.43,118347.75,121394.99,124729.43,128044.51,131049.78,133704.42,135746.57,137777.6,139801.12,141857.66,143874.24,146295.97,149044.56,151938.01,154680.75,157102.18,159502.65,162139.79,164802.16,167701.21,170987.27,174293.18,176500.02,178565.87,180712.64,182716.59,184657,186413.09,188037.3,189693.06,191617.25,193659.72,195764.38,197060.92,199151.52,201126.67,203205.12,205340,207503.4
FRC2,2,Franche-Comté,Million EUR,2021,Total,66712,68852.82,70791.14,72444.16,73953.21,75450.87,77008.79,78671.99,80586.85,82706.89,84878.21,86834.11,88585.74,89969.32,91361.52,92777.54,94164.13,95502.94,97092.5,98997.31,101026.91,103017.22,104792.29,106514.27,108374.82,110279.12,112293.73,114601.71,116927.67,118541.62,120204.52,121871.48,123378.35,124763.04,126116.94,127406.61,128753.51,130312.76,131977.68,133702.64,134802.09,136515.4,138094.21,139747.19,141442.45,143161
FRD,1,Normandie,Million EUR,2021,Total,188956,195243.02,200958.87,205918.17,210480.06,215059.73,219852.39,224984.89,230887.51,237373.9,243939.67,249912.97,255262.44,259368.63,263488.43,267600.64,271754.79,275610.79,279865.42,284996.92,290700.13,296146.79,300995.69,305886.88,311199.64,316662.91,322455.43,329033.82,335348.31,339565.57,344241.41,348871.03,353158.9,357157.51,360781.85,364255.23,367855.99,371655.7,375623.42,379663.27,382082.26,386345.66,390511.45,394890.32,399386.7,403943.51
FRD1,2,Basse-Normandie,Million EUR,2021,Total,82821,85579.39,88047,90184.52,92155.52,94135.23,96205.77,98427.8,100976.88,103779.24,106634.64,109237.03,111567.9,113340.89,115123.38,116909.21,118777.65,120472.8,122284.4,124450.56,127046.31,129513.94,131758.11,134075.21,136562.99,139141.81,141893.47,144976.87,148070.6,150275.13,152487.51,154762.33,156753.78,158651.72,160296.5,161839.95,163454.99,164924.64,166497.16,168103.9,169039.17,170744.98,172543.57,174432.14,176370.74,178335.54
FRD2,2,Haute-Normandie,Million EUR,2021,Total,106135,109663.64,112911.87,115733.65,118324.54,120924.5,123646.62,126557.09,129910.62,133594.66,137305.03,140675.94,143694.54,146027.74,148365.05,150691.43,152977.14,155137.99,157581.01,160546.37,163653.82,166632.86,169237.6,171811.68,174636.66,177521.11,180561.97,184056.96,187277.72,189290.46,191753.93,194108.72,196405.14,198505.82,200485.38,202415.31,204401.03,206731.1,209126.26,211559.42,213043.14,215600.73,217967.88,220458.23,223016.01,225608.02
FRE,1,Nord-Pas-de-Calais - Picardie,Million EUR,2021,Total,302268,311591.97,320049.56,327251.13,333789.63,340324.21,347199.74,354564.04,363101.19,372490.18,382033.13,390627.96,398219.07,403917.26,409648.08,415420.1,421022.17,426505.52,433054.91,440784.07,449126.16,457141.32,464036.6,470912.68,478417.84,486048.72,494142,503497,512601.62,518262.04,524849.44,531429.27,537684.02,543512.85,548696.6,553719.92,558997.48,565226.08,571897.53,578798.14,582717.13,589309.2,595683.56,602408.49,609321.29,616325.13
FRE1,2,Nord-Pas-de-Calais,Million EUR,2021,Total,200790,206946.24,212565.85,217342.73,221671.74,225996.09,230544.05,235405.64,241025.94,247197.36,253470.43,259108.68,264064.43,267782.19,271513.59,275266.12,278925.67,282512.34,286728.83,291676.29,297032.41,302177.94,306553.77,310903.44,315689.47,320556.86,325762.79,331786.22,337584.12,341045.09,345344.89,349618.95,353618.87,357352.9,360657.64,363913.5,367396.52,371505.8,375980.53,380589.27,383125.19,387457.01,391746.25,396276.61,400935.16,405654.66
FRE2,2,Picardie,Million EUR,2021,Total,101478,104645.73,107483.71,109908.4,112117.89,114328.12,116655.68,119158.4,122075.25,125292.81,128562.7,131519.28,134154.64,136135.07,138134.48,140153.99,142096.5,143993.18,146326.08,149107.77,152093.76,154963.39,157482.85,160009.26,162728.38,165491.87,168379.23,171710.79,175017.51,177216.96,179504.58,181810.34,184065.18,186159.97,188038.99,189806.45,191600.98,193720.3,195917.03,198208.89,199591.96,201852.21,203937.34,206131.9,208386.15,210670.49
FRF,1,Alsace - Champagne-Ardenne - Lorraine,Million EUR,2021,Total,318823,328755.01,337859.24,345673.09,352831.95,360011.83,367582.81,375770.75,385278.41,395736.45,406356.09,415968.23,424511.2,431067.71,437626.01,444214.35,450866.77,457212.9,464861.03,474056.94,483626.67,492786.54,500875.22,508846.8,517883.46,526935.64,536591.99,547689.73,558031.79,564859.64,571935.94,579265.15,586039.38,592384.6,598273.8,603828.87,609632.32,616423.54,623581.83,630970.43,635429.67,642793.6,649753.67,657069.77,664582.03,672195.26
FRF1,2,Alsace,Million EUR,2021,Total,98445,101558.67,104513.18,107110.81,109546.52,112037.9,114708.29,117649.24,121072.27,124840.97,128648.87,132134.26,135296.89,137786.71,140274.65,142760.38,145314.87,147667.76,150427.61,153749.81,157066.81,160273.18,163114.61,165854.5,169073.97,172266.29,175654.93,179550.58,183007.45,185226.42,187556.42,190046.87,192339.66,194443.26,196498.4,198455.36,200586.72,203112.6,205799.31,208560.11,210266.62,213065.57,215918.65,218911.32,221982.28,225095
FRF2,2,Champagne-Ardenne,Million EUR,2021,Total,86622,89099.26,91298.22,93137.97,94785.88,96423.92,98147.76,100010.87,102211.21,104647.71,107146.88,109347.62,111252.9,112627.48,113994.76,115367.04,116768.16,118213.69,120085.22,122408.65,124932.56,127266.8,129300.63,131302.47,133632.83,135957.49,138449.69,141379,144264.39,146204.58,148145.61,150203.28,152120.39,154038.4,155660.4,157112.78,158559.84,160229.96,161998.03,163818.54,164926.88,166719.26,168032.98,169427.02,170862.49,172316.24
FRF3,2,Lorraine,Million EUR,2021,Total,133756,138097.07,142047.84,145424.31,148499.54,151550,154726.76,158110.64,161994.92,166247.78,170560.34,174486.35,177961.41,180653.52,183356.61,186086.93,188783.73,191331.46,194348.21,197898.48,201627.31,205246.57,208460,211689.84,215176.66,218711.86,222487.38,226760.15,230759.95,233428.64,236233.91,239015,241579.34,243902.95,246114.99,248260.72,250485.76,253080.99,255784.49,258591.78,260236.17,263008.76,265802.04,268731.43,271737.27,274784.02
FRG,1,Pays-de-la-Loire,Million EUR,2021,Total,144558,148302.86,151876.85,154956.93,157845.93,160850.73,164144.94,167846.53,172338.07,177446.42,182713.63,187512.41,191769.87,195048.21,198377.55,201734.59,205179.98,208403.56,212294.34,217037.52,222571.58,227995.66,232768.63,237671.88,242801.08,248140.79,253892.43,260435.93,267226.81,271669.75,276046.86,280768.4,285257.84,289512.8,293568.08,297534.88,301795.35,306842.11,312240.19,317956.99,321491.73,327289.24,332518.13,338017.49,343665.21,349388.63
FRG0,2,Pays-de-la-Loire,Million EUR,2021,Total,144558,148302.86,151876.85,154956.93,157845.93,160850.73,164144.94,167846.53,172338.07,177446.42,182713.63,187512.41,191769.87,195048.21,198377.55,201734.59,205179.98,208403.56,212294.34,217037.52,222571.58,227995.66,232768.63,237671.88,242801.08,248140.79,253892.43,260435.93,267226.81,271669.75,276046.86,280768.4,285257.84,289512.8,293568.08,297534.88,301795.35,306842.11,312240.19,317956.99,321491.73,327289.24,332518.13,338017.49,343665.21,349388.63
FRH,1,Bretagne,Million EUR,2021,Total,125223,128036.75,130723.42,132977.88,135074.36,137276.8,139732.87,142539.97,146032.63,150036.59,154213.74,157985.18,161319.08,163802.04,166347.54,168955.36,171838.91,174516.3,177578.39,181301.71,186086.7,190724.81,194866.16,198999.03,203499.51,208192.98,213259.43,218904.16,225102.69,229336.12,233418.58,237688.52,241825.11,245677.09,249366.69,252888.1,256655.06,261139.39,265842.3,270856.81,274042.48,279136.69,283739.8,288574.8,293538.34,298568.88
FRH0,2,Bretagne,Million EUR,2021,Total,125223,128036.75,130723.42,132977.88,135074.36,137276.8,139732.87,142539.97,146032.63,150036.59,154213.74,157985.18,161319.08,163802.04,166347.54,168955.36,171838.91,174516.3,177578.39,181301.71,186086.7,190724.81,194866.16,198999.03,203499.51,208192.98,213259.43,218904.16,225102.69,229336.12,233418.58,237688.52,241825.11,245677.09,249366.69,252888.1,256655.06,261139.39,265842.3,270856.81,274042.48,279136.69,283739.8,288574.8,293538.34,298568.88
FRI,1,Aquitaine - Limousin - Poitou-Charentes,Million EUR,2021,Total,261676,268835.5,275364.7,280952.54,286107.21,291384.8,297089.01,303393.16,310964.7,319461.87,328153.1,335996.18,342929.11,348154.58,353436.55,358773.19,364097.07,369522.81,376186.65,384160.76,393216.83,402113.12,410158.78,418276.34,426918.87,435806.95,445405.02,456185.5,466968.72,474265.01,481104.44,488277.58,495332.97,501838.43,508042.76,514005.23,520375.06,527574.54,535305.67,543547.02,548505.86,556761.31,565073.59,573795.08,582745.46,591817.41
FRI1,2,Aquitaine,Million EUR,2021,Total,138090,141611.94,144852.48,147625.66,150204.36,152889.84,155842.36,159155.14,163200.02,167791.22,172605.01,176953.38,180790.74,183658.2,186577.54,189530.67,192616.88,195789.21,199618.5,204210.53,209431.75,214618.96,219292.23,223927.64,228950.14,234158.21,239775.32,246061.37,252215.89,256343.36,260337.09,264504.78,268569.16,272321.59,275914.9,279408.56,283198.55,287489.96,292106.67,297023.58,299976.37,304963.97,309947.97,315178.49,320546.64,325987.61
FRI2,2,Limousin,Million EUR,2021,Total,39126,40110.77,40973.84,41693.46,42344.41,43007.1,43723.93,44518.85,45480.35,46557.24,47653.02,48633.97,49497.35,50131.98,50777.85,51438.72,52051.77,52731.35,53637.77,54664.22,55812.98,56930.61,57954.75,58991.88,60065.76,61171.82,62361.61,63683.42,65035.15,65934.27,66700.89,67492.09,68254.31,68991.13,69681.35,70343.57,71027.18,71801.33,72636.56,73511.36,74011.61,74857.61,75822.07,76831.28,77866.12,78915.22
FRI3,2,Poitou-Charentes,Million EUR,2021,Total,84460,87112.8,89538.38,91633.41,93558.44,95487.86,97522.72,99719.17,102284.33,105113.41,107895.07,110408.83,112641.02,114364.4,116081.17,117803.79,119428.42,121002.25,122930.38,125286.01,127972.1,130563.55,132911.8,135356.82,137902.99,140476.95,143268.12,146440.72,149717.7,151987.4,154066.47,156280.73,158509.52,160525.75,162446.53,164253.12,166149.35,168283.27,170562.47,173012.11,174517.92,176939.76,179303.58,181785.34,184332.74,186914.6
FRJ,1,Languedoc-Roussillon - Midi-Pyrénées,Million EUR,2021,Total,194009,199235.01,204120.91,208356.52,212328.5,216465.76,221021.08,226124.54,232315.43,239329.85,246797.43,253598.95,259624.63,264145.49,268746.5,273386.2,278381.62,283401.12,288897.23,296067.19,304303.12,312386.24,319690.4,327155.68,335054.82,343317.32,352357.02,362346.26,371835.33,378081.84,384223.97,390636.01,396885.21,402765.19,408370.84,413793.09,419624.09,426407.91,433837.27,441722.73,446330.25,454108.55,462003.88,470291.83,478798.54,487420.48
FRJ1,2,Languedoc-Roussillon,Million EUR,2021,Total,83048,85327.38,87479.51,89347.3,91096.37,92912.24,94908.5,97145.49,99859.98,102942.89,106232.75,109243.9,111914.51,113920.57,115970.97,118034.61,120361.69,122727.61,125031.78,128395.15,132338.34,136161.19,139686.35,143380.98,147197.96,151142.59,155422.93,160179.04,164608.26,167616.5,170533.59,173539.35,176446.61,179178.42,181669.04,184031.85,186533.31,189404.44,192548.68,195859.83,197819.29,201181.92,204588.75,208167.95,211842.54,215566.67
FRJ2,2,Midi-Pyrénées,Million EUR,2021,Total,110961,113907.63,116641.41,119009.22,121232.13,123553.52,126112.58,128979.05,132455.44,136386.96,140564.68,144355.05,147710.13,150224.92,152775.53,155351.58,158019.93,160673.51,163865.45,167672.04,171964.79,176225.05,180004.04,183774.69,187856.84,192174.71,196934.07,202167.2,207227.04,210465.31,213690.36,217096.63,220438.57,223586.74,226701.77,229761.21,233090.75,237003.45,241288.56,245862.87,248510.94,252926.61,257415.12,262123.87,266955.99,271853.8
FRK,1,Auvergne - Rhône-Alpes,Million EUR,2021,Total,380254,391270.85,401752.84,410933.12,419571.32,428490.88,438110.73,448755.84,461425.45,475714.3,490660.53,504235.86,516357.71,525800.66,535326.65,544942.13,554422.59,563592.74,574559.93,587645.49,601713.17,615465.99,627682.74,639658.78,652980.42,666830.5,681760.54,698662.95,714462.11,724781.05,736076.2,747752.62,758301.45,768215.15,777982.05,787507.51,797527.72,809374.46,822455.23,835711.4,844339.3,858133.47,872097.91,886715.08,901705.15,916901.45
FRK1,2,Auvergne,Million EUR,2021,Total,75185,77277.05,79129.59,80702.28,82138.03,83585.05,85130.03,86823.45,88824.37,91055.24,93297.62,95305.58,97102.41,98487,99885.74,101304.98,102832.25,104344.33,106109.11,108226.29,110508.72,112687.06,114640.89,116585.24,118668.68,120826.42,123121,125728.52,128272.21,129979.87,131638.18,133587.52,135236,136762.39,138230.77,139609.39,141082.49,142785.21,144565.1,146439.46,147585.7,149447.8,151390.62,153424.97,155511.45,157626.58
FRK2,2,Rhône-Alpes,Million EUR,2021,Total,305069,313993.8,322623.25,330230.83,337433.28,344905.83,352980.7,361932.4,372601.08,384659.06,397362.91,408930.28,419255.29,427313.66,435440.91,443637.15,451590.35,459248.41,468450.81,479419.2,491204.45,502778.94,513041.85,523073.53,534311.74,546004.08,558639.57,572934.45,586189.92,594801.2,604438.03,614165.13,623065.49,631452.79,639751.31,647898.15,656445.26,666589.28,677890.16,689271.97,696753.63,708685.71,720707.33,733290.15,746193.74,759274.92
FRL,1,Provence-Alpes-Côte d'Azur,Million EUR,2021,Total,233875,241069.19,247711.6,253593.72,259146.69,264898.74,271141.24,278058.67,286281.89,295512.68,305154.87,313957.27,321826.99,328073.68,334326.04,340559.4,345696.65,351128.74,357751.21,365564.89,374717.57,383598.55,391743.52,399982.11,408782.41,417944.31,427753.44,438632.22,448049.65,454219.26,460553.7,466959.73,473093.66,478790.74,484123.76,489396.12,495176.32,501821.07,508960.16,516485.79,521015.25,528004.19,534219.28,540805.57,547584.9,554451.27
FRL0,2,Provence-Alpes-Côte d'Azur,Million EUR,2021,Total,233875,241069.19,247711.6,253593.72,259146.69,264898.74,271141.24,278058.67,286281.89,295512.68,305154.87,313957.27,321826.99,328073.68,334326.04,340559.4,345696.65,351128.74,357751.21,365564.89,374717.57,383598.55,391743.52,399982.11,408782.41,417944.31,427753.44,438632.22,448049.65,454219.26,460553.7,466959.73,473093.66,478790.74,484123.76,489396.12,495176.32,501821.07,508960.16,516485.79,521015.25,528004.19,534219.28,540805.57,547584.9,554451.27
FRM,1,Corse,Million EUR,2021,Total,8417,8623.16,8834.94,9017.89,9185,9360.65,9557.21,9781.51,10060.57,10381.25,10702.79,10994.97,11256.03,11433.41,11611.71,11789.44,11889.57,12085.02,12331.01,12646.31,13025.43,13386.66,13715.68,14059.32,14416.67,14786.59,15187.5,15628.7,15925.18,16091.97,16250.85,16402.81,16530.95,16638.63,16718.54,16792.23,16887.79,17011.99,17164.64,17348.66,17397.51,17561.02,17790.85,18037.41,18292.12,18549.87
FRM0,2,Corse,Million EUR,2021,Total,8417,8623.16,8834.94,9017.89,9185,9360.65,9557.21,9781.51,10060.57,10381.25,10702.79,10994.97,11256.03,11433.41,11611.71,11789.44,11889.57,12085.02,12331.01,12646.31,13025.43,13386.66,13715.68,14059.32,14416.67,14786.59,15187.5,15628.7,15925.18,16091.97,16250.85,16402.81,16530.95,16638.63,16718.54,16792.23,16887.79,17011.99,17164.64,17348.66,17397.51,17561.02,17790.85,18037.41,18292.12,18549.87
FRY,1,RUP FR - Régions ultrapériphériques françaises,Million EUR,2021,Total,40782,41697.21,42545.16,43251.72,43906.03,44601.8,45384.33,46289.73,47434.14,48755.35,50112.98,51325.59,52380.96,53117.19,53888.28,54626.75,55193.11,55702.6,56697.17,57900.89,59415.37,61062.1,62275.8,63874.94,65262.04,67372.62,69773.02,72482.72,75163.14,76531.37,77464.19,78819.6,79873.74,80557.47,81343.42,82171.12,83093.3,83611.81,84096.36,84486.62,83760.12,83680.85,83645.8,83668.64,83710.55,83748.43
FRY1,2,Guadeloupe,Million EUR,2021,Total,8963,9148.01,9318.37,9457.44,9584.77,9721.13,9876.43,10058.72,10293.52,10566.98,10848.09,11096.64,11310.06,11452.87,11603.73,11749.32,11856.84,11953.66,12158.41,12409.86,12930.44,13386.5,13804.13,14316.3,14766.58,15204.39,15538.53,15946.47,16285.56,16348.15,16569.18,16792.27,16837.68,16857.07,16798.98,16659.31,16423.18,16198.69,16039.75,15873.11,15426.94,15069.2,14701.87,14338.55,13972.53,13599.84
FRY2,2,Martinique,Million EUR,2021,Total,9866,9948.72,10007.88,10028.92,10033.26,10043.1,10070.12,10122.41,10226.06,10366.68,10515.09,10626.7,10699.88,10701.98,10716.94,10744.95,10735.77,10725.18,10832.83,10992.21,11394.66,11882.44,12199.45,12547.68,13022.99,13592.24,14286.69,15061.99,15791.85,15862.73,15951.86,16135.87,16247.32,16312.67,16463.19,16635.66,16755.51,16805.77,16816.55,16644.3,16330.85,16152.17,15985.32,15825.95,15667.27,15505.21
FRY3,2,Guyane,Million EUR,2021,Total,3338,3452.71,3565.33,3668.72,3770.4,3878.11,3995.64,4126.2,4280.49,4453.16,4630.47,4797.11,4951.46,5077.14,5205.1,5323.5,5425.07,5516.8,5649.89,5799.99,6022.25,6315.73,6558.9,6774.59,6924.67,7190.33,7489.25,7783.23,8054.1,8282.13,8546.38,8948.41,9296.59,9658.88,9985.21,10213.2,10395.21,10617.42,10818.99,11075.99,11126.73,11257.39,11430.04,11611.98,11798.94,11988.37
FRY4,2,La Réunion,Million EUR,2021,Total,16241,16648.83,17035.09,17368.48,17684.63,18021.4,18397.07,18826.55,19358.17,19966.42,20592.33,21160.99,21666.35,22038.53,22424.03,22788.24,23076.48,23333.06,23787.52,24324.98,24666.56,25045.38,25247.01,25731.67,26000.56,26792.3,27847.4,29073.84,30447.92,31491.15,31899.48,32503.69,33091.21,33358.85,33739.12,34313.09,35194.42,35683.38,36152.89,36606.12,36635.52,36979.39,37333.08,37720.41,38122.93,38529.68
FRY5,2,Mayotte,Million EUR,2021,Total,2374,2498.95,2618.5,2728.15,2832.98,2938.06,3045.08,3155.86,3275.9,3402.11,3527,3644.16,3753.2,3846.66,3938.48,4020.73,4098.94,4173.89,4268.53,4373.84,4401.45,4432.05,4466.31,4504.71,4547.23,4593.37,4611.17,4617.2,4583.74,4547.24,4497.33,4439.41,4400.94,4370.03,4356.97,4349.86,4324.98,4306.55,4268.18,4287.1,4240.08,4222.7,4195.49,4171.75,4148.88,4125.33
FRZ,1,Extra-Regio,Million EUR,2021,Total,1466,1469.46,1468.34,1460.94,1450.39,1439.47,1430.21,1423.16,1421.57,1423.73,1425.96,1421.34,1410.32,1388.35,1364.61,1340.05,1313.18,1284.53,1260.42,1242.02,1248.46,1248.67,1239.28,1232,1229.38,1223.28,1190.54,1160.29,1138.37,1110.91,1083.1,1046.8,1011.67,971.49,923.38,867.16,811.07,750.33,692.87,646.63,578.61,515.39,451.2,386.88,321.81,255.61
FRZZ,2,Extra-Regio,Million EUR,2021,Total,1466,1469.46,1468.34,1460.94,1450.39,1439.47,1430.21,1423.16,1421.57,1423.73,1425.96,1421.34,1410.32,1388.35,1364.61,1340.05,1313.18,1284.53,1260.42,1242.02,1248.46,1248.67,1239.28,1232,1229.38,1223.28,1190.54,1160.29,1138.37,1110.91,1083.1,1046.8,1011.67,971.49,923.38,867.16,811.07,750.33,692.87,646.63,578.61,515.39,451.2,386.88,321.81,255.61
HR,0,Croatia,Million EUR,2021,Total,,,,,,,,,,,,,,,,60200,60875.68,62608.77,64275.63,65868.42,66977.73,67658.54,69341.52,72227.15,74927.79,78709.85,82864.35,87284.54,92466.59,95574.4,96990.4,98156.59,99145.77,100318.15,101293.61,102557.04,104086.45,105674.31,107624.32,109934.33,111599.92,113770.78,116368.55,119230.33,122267.19,125479.56
HR0,1,Hrvatska,Million EUR,2021,Total,,,,,,,,,,,,,,,,60200,60875.7,62608.8,64275.64,65868.43,66977.74,67658.55,69341.53,72227.17,74927.81,78709.87,82864.37,87284.56,92466.61,95574.42,96990.41,98156.61,99145.79,100318.17,101293.62,102557.05,104086.47,105674.33,107624.33,109934.34,111599.93,113770.79,116368.56,119230.34,122267.2,125479.58
HR02,2,Panonska Hrvatska,Million EUR,2021,Total,,,,,,,,,,,,,,,,16479,16845.61,17471.85,18045.63,18545.81,18754.69,18760.11,18977.08,19549.12,19862.57,20364.25,20764.75,21355.82,22071.38,22361.77,22657.38,23097.29,23263.23,23366.45,23312.86,23482.86,23852.74,24227.56,24971.98,25176.77,25435.66,25730.88,26130,26573.84,27046.82,27548.94
HR03,2,Jadranska Hrvatska,Million EUR,2021,Total,,,,,,,,,,,,,,,,17342,17470.36,17936.34,18405.48,18881.12,19090.38,19280.55,19945.1,21096.45,22128.28,23623.15,25417.74,26936.23,29050.7,30276.35,31305.17,32042.13,32665.82,33763.08,34485.83,35383.2,36265.58,37646.57,38909.36,40249.78,41491.58,42711.35,44008.94,45410.23,46883.89,48430.61
HR05,2,Grad Zagreb,Million EUR,2021,Total,,,,,,,,,,,,,,,,17560,17782.94,18305.91,18823.81,19347.77,20189.8,20895.51,21736.04,22761.7,23941.07,25361.93,26994.92,28791.24,30588.5,31765.86,31826.8,31763.38,31878.18,31813.65,31883.57,31736.51,31660.97,31341.36,30960.18,31687.47,31887.61,32376.04,33032.9,33770.04,34558.69,35398.73
HR06,2,Sjeverna Hrvatska,Million EUR,2021,Total,,,,,,,,,,,,,,,,8819,8776.78,8894.7,9000.73,9093.73,8942.86,8722.37,8683.31,8819.89,8995.89,9360.54,9686.95,10201.26,10756.01,11170.43,11201.07,11253.82,11338.54,11374.98,11611.36,11954.47,12307.16,12458.82,12782.78,12820.3,12785.05,12952.48,13196.69,13476.18,13777.76,14101.26
HU,0,Hungary,Million EUR,2021,Total,,,,,,,,,,,,,,,,142900,144680.54,147215.1,150789.07,154741.84,159401.94,164503.16,170949.76,177240.61,184862.02,192769.12,200266.7,208119.54,215655.26,220382.83,222534.32,224248.5,225178.66,228246.77,233701.89,240040.61,243418.03,250605.41,261881.41,276414.88,287594.39,299915.93,312034.43,319949.27,328073.19,338202.56
